GeneSymbol	T15	T17	T18	T20	T3	T34	T39	T4	T40	T10	T11	T12	T27	T28	T30	T35	T36	T37	T38	T5	T6	T7	T8	T9
A1BG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARIH1	100.56473969118	24.7827718280478	66.1354483320477	124.103097136343	46.7672939222133	67.6287184957136	54.4445535445282	123.211950576889	59.1631882626343	113.857137267226	116.780698798084	86.6270699869715	34.5935457277122	45.8329598765251	107.196980332965	41.5236498871227	41.4609911239255	97.804827200288	31.5282341061627	98.5670037373903	100.102429811059	74.6606102544223	88.6162974721412	39.5680698433355
ARIH2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARIH2OS	1	1	1	1.33685342437474	1	1	1	1.4289839392841	1	1.26032586349561	1.77940935990053	1	1	1.30841232327006	1	1	1	1.4239304880572	1	1.34273882186705	1.25250020572676	1	1	1
ARL1	5.54402779165685	3.14127865698001	26.5549776992683	43.1176969936698	32.6351952156824	46.3529640183799	21.4545720791058	37.3849504616038	8.09554864503526	45.2993207546364	42.3157295157549	25.0881394606273	4.54588363485983	12.5618495436412	41.0722155151367	9.58045716907228	6.17636870356042	37.7696994070248	9.44262154710441	26.899926096852	20.6460674940382	28.2097168142598	3.96349988193833	4.98311517307176
ARL10	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019	1.01188323176019
ARL11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ARL13B	27.9729160849111	3.32296427044169	8.70864786445979	31.3922572270486	16.9786726674549	18.9348287674614	30.1104407785411	27.5837916517467	22.7056632626205	27.1090074653223	27.5727305932307	24.5088299712439	5.3372972697525	7.22727595087777	16.8489192746668	5.61685745582704	6.41768484078318	27.812802534943	6.39372748846892	11.9671662321354	17.0329901769492	15.8319773003126	12.5328833297487	5.38166410725001
ARL14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARL14EP	5.12025251808021	1	2.02656330698528	13.5215991806676	13.4536967982139	14.3079783325752	4.39027272841751	20.7424445598682	4.6176328347169	11.5528287887204	15.6234378752915	11.7550572420551	1	1.68162971877405	8.53705654379633	3.75374989952087	3.0096317952062	18.1789671561356	1.42440465224654	4.48954682696468	9.50109663585101	8.24451504700195	2.84590388399864	1.25722817124565
ARL14EPL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ARL15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ARL16	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825	11.9541814566825
ARL17A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARL17B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARL2	42.696426738838	9.37772582014073	30.8660557642462	61.201813842874	58.7409084086247	12.6346991878281	14.6794161248385	74.6037663817056	17.0421273454448	31.845766929779	40.2501309362296	31.6107422060213	19.7681269131316	58.922072182106	60.7715524518096	12.0852494133598	11.379408624438	62.8480231671782	19.3928538699746	71.2136145030309	67.6450454943164	48.0693856861259	28.1295709321396	10.2993354492541
ARL2BP	25.5233360745493	7.00109252003703	43.410262370185	78.0204650848065	60.8726000366224	70.0670590410757	31.1182701090085	80.479590974401	27.2819872202414	78.4485864757268	69.8548946233095	44.2537877378816	8.81673100811897	16.7367331233652	73.5492659244827	17.9270704440249	17.2957094940945	46.5456573006288	15.4354927520432	60.2315808030571	59.7464720697469	65.4306353042729	37.125786309097	13.9860118196051
ARL3	4.42324133038111	2.3526166467451	5.12169560564001	10.6759446068904	2.04532779624392	7.12615005123367	2.49668397574207	15.21450466227	3.52988842695429	12.1925157102064	10.8524752654603	2.24292446263947	2.50553256445611	3.71719499553478	8.32335588629534	4.00176286637894	2.42790143110348	19.0789667450549	3.22931165325714	8.31168621508289	8.59858368604353	12.5503449902597	2.35432671942837	2.59436172277483
ARL4A	5.37904796136822	5.20425945184557	5.35726472766121	5.35157499407528	5.219239095926	5.36784303773846	5.3433305796983	5.24267043018124	5.22256517327019	5.33346819429758	5.33051989073975	5.27959119849474	5.2054640079493	5.28334089628091	5.33507512908651	5.18816211676454	5.22362362208222	5.32723362808343	5.21544827194962	5.32701038072005	5.33421560134856	5.32048889717926	5.37431750917471	5.23477639039692
ARL4C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARL4D	39.7135063626882	2.42261322498273	43.3484349254558	45.9427810044229	38.3817615403978	36.3045398320959	5.4583909601425	63.8085739621995	9.02514984712611	1.89864824592478	1.90967215069376	15.7024219500397	1.36543556077426	2.20347879138783	35.5721397297826	1.44140307865332	1.41238081827222	34.2974742062027	1.74085588953346	7.70442892960473	3.12285026298801	12.9649089553568	4.41723732111923	1.43210235282352
ARL5A	36.193500080014	6.22611652508359	20.9896231569055	37.9004732011698	10.4391697792324	13.8811951819148	16.7611877566007	39.5788066488871	24.9181767502362	37.5460170818518	39.3756169718867	33.5009517281531	7.74884373899552	12.9744442101214	29.5711801622663	10.3911330157377	10.9322030734333	39.4991975391302	10.2746212553697	27.4053584583347	31.9148056045905	23.730208272261	27.4043781958184	7.70094512536446
ARL5B	20.2652977892936	3.73685331528352	12.7619692910463	30.7560845070502	7.91861223028756	8.09622634983471	8.03059279675856	24.4557904394792	9.38342491450039	19.4014203212013	20.1783670995163	21.2387232871987	3.77565317997039	5.59144762742087	21.0796681919797	5.07739747170801	5.87564138672411	21.6956780906173	5.78103865487457	9.77329303090645	5.3731943655436	5.55022563368753	9.82240354499405	4.98671404193816
ARL5C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ARL6	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935	1.42178173127935
ARL6IP1	99.6006210181441	51.8370317744445	205.283449014936	283.864103557162	230.518001081918	136.907978716262	205.986913779495	278.854513779467	78.7026439696006	235.872930563661	258.345620027509	169.390476267207	88.0259953921861	106.384099648608	282.603226399706	62.3461530786109	70.0504741170213	261.247784009307	66.3808209295572	76.3906290166535	174.604655201952	207.609830494184	135.222702421984	65.7429586460683
ARL6IP4	33.8208239107052	28.7779870725677	31.0849676192144	31.3723665895863	29.7389561183833	28.3782686624016	29.848557631438	34.5045904078681	28.2645366488225	32.711579849823	33.5820506302033	29.1189793468528	30.358650601095	29.4178292054129	32.6044434169814	29.9927113936989	29.851770470474	33.8200601119877	28.8853163250875	33.0863513268781	35.9132942122861	30.3604995933658	30.2872002220514	29.1590264308584
ARL6IP5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARL6IP6	20.9568492276143	6.64812233635103	11.0924531462054	23.6822295669279	12.8615047636947	20.8935925487216	21.305560127335	24.8986927809379	14.3219111999293	17.3411455177558	21.5518296048208	20.4856123291678	8.16744312528009	8.52161744154321	13.705059110513	7.74131977361757	8.78975863123881	23.0709711972514	7.16557265930724	10.0435818791489	13.9458651714565	18.5149934513767	11.8777774298306	7.13440403946315
ARL8A	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005	3.48179377977005
ARL8B	34.6387443916027	7.63146447590181	16.5710062707285	49.9808013913255	25.4377192690069	31.8628802324518	57.1395254130281	57.3503188160785	25.0047674573607	46.4774340934962	45.0968138389756	22.5694524106488	11.0182250098547	21.0289654220909	44.8832319751473	12.8317970760215	10.1771120814916	43.0538349067788	15.8190675064438	48.5347043719981	48.855829082445	32.9359437071833	17.1488346462673	10.2552287582519
ARL9	3.69581114277053	1	1.94884806650956	1.54852373279513	1.09960672906726	2.96777257307876	1	3.47249750230199	3.31817174125655	3.50809820006039	2.83235594864649	1	1	2.13736538761844	4.45109297831126	1	1	3.1194095889193	1	1.84857423525522	1	1	1.25422822675244	1
ARMC1	16.9764602956023	7.79701873239991	5.8505197231842	19.4065736634171	13.8311868646972	7.12508683644424	11.2619975526022	22.0356994269651	8.65078693869047	18.8524411345502	15.9558086775786	15.9782506999936	7.61133734079441	13.4210395557324	11.9187208822523	11.7710856487774	10.2001059322911	21.2940167599431	7.49359927032644	7.7486425941818	14.1263002744423	9.78660177805193	18.3865170089831	9.95088162643183
ARMC10	9.19616319050774	3.83322257812866	13.6057255997325	36.2667631638651	26.4150781171116	24.8306863212912	28.2297469474777	41.9015124313616	6.36456107909544	27.7806404136373	25.7516149692735	10.1815561823748	4.10317074406624	6.45968780853842	43.2156906466436	9.3555991047041	7.14513750723022	43.227805259089	6.97506213984306	19.1008103243517	25.513429206125	11.844370536099	6.99984955501447	8.19864089485869
ARMC12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ARMC2	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416	1.10526328272416
ARMC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARMC4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ARMC5	1.94961522579117	1	1.51412611967824	4.62845969570574	2.42213310175646	1	1	7.03620330942079	1	1.55453971171246	6.48941711663397	4.49857420886121	1.41713088714166	5.55287681954343	4.66268244242396	1	1	2.4242714672325	1.36914271586796	3.81024438109678	5.41446519482746	4.4626935214068	1	1
ARMC6	7.22559719287445	4.21694971503169	7.43337816708772	8.08157983449796	6.37935239338114	5.41511992592286	4.95728293252494	8.36460387458469	4.87646573673291	7.50404694807445	5.58159864610978	7.63832326813498	4.43382352301108	7.46087122633345	8.21200272310091	5.531245682544	4.32769837637283	7.79366345145642	4.44519130291745	6.74808597221471	8.26357806033864	5.61528573444271	5.78136999633787	4.43899727383025
ARMC7	12.6358693637401	11.2369414431354	12.1895807223425	13.6944967209995	12.1109482204509	11.5697015625163	11.4323627739322	13.9579453113797	11.516547928421	13.4512818237682	13.5369605606364	12.4305314708577	12.9607986525736	12.0700805965929	13.4102366346724	11.2879862383897	11.5126635815604	12.2808121118079	11.43254033917	13.6335262855908	14.3084513113636	13.4496135180316	11.8265945136977	11.7140690199901
ARMC8	21.3035027288328	9.77982317067929	24.3828673583413	59.0953788463778	12.1951544220588	58.353332945707	36.2471708671998	74.3179311795692	27.7605755109565	45.1197510042612	43.0702528353876	61.8068340278277	10.7496046925102	19.2006691959463	46.5487508418291	14.4788909990164	20.2821270685695	30.6825827754247	20.6281953881242	17.8632246697863	45.4332108458941	45.8035491453413	14.3781270048419	9.12428059292191
ARMC9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ARMCX1	2.36728650830178	1	1.93770896421844	28.9213259043744	4.05218740657929	2.68155517616226	6.39485190370252	22.3047957722381	1.72831731199767	19.5831636490477	9.23134908638948	12.2072858417399	1.20349715176261	18.8130695928657	21.7806916354306	5.74531362738963	10.0697218910575	23.3632924339547	1.8488730918668	8.99030842217675	21.9692285153012	17.9698330915775	4.59711242534383	1.54390839110919
ARMCX2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARMCX3	5.69575823979339	3.04032705246716	9.39534692680625	53.8640510730824	8.25832791118478	25.928836196975	6.11660748912882	62.9156316471047	12.8779757842912	37.5976272228924	40.2090154990601	38.2546589186663	3.76279866055015	15.7544233079535	49.5813508638603	8.52338715867938	6.96386630386162	53.5126796657151	7.87694750557702	27.849938027158	35.6812378374947	22.2991297538678	13.1536270744574	6.69208843909751
ARMCX4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ARMCX5	2.13425601295014	1	1.98740224837127	8.1747287638153	2.3120522473443	4.38791763695918	1.74730203708991	9.38062166800503	3.67135023150543	5.92336591890317	8.37708527719642	6.04213319946064	1	2.00006379399307	7.27795138966894	1.8063309909266	1.68079313075293	10.3379392747723	1.92981078487942	5.78994700999408	1.49454631500713	5.52500285571502	4.62571906914364	1.74652872704193
ARMCX6	14.0255122264519	2.11266643501489	10.4274350270697	41.8332277494753	9.05939844172449	11.0768743630495	6.02589030223618	52.3536807772523	29.2800618066533	30.2895906227126	32.9017639612671	27.2994880816949	5.7340163045008	11.9317241098191	49.0243928805274	10.1675968060613	6.68769641357581	34.107139134061	8.01864747292896	23.2168142356684	31.9161742089711	13.0819380661134	12.8212348222312	5.78967703645946
ARMS2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ARNT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARNT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARNTL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARNTL2	54.9582179820843	28.6236577076951	45.5152853476012	59.2248124462636	64.72606545687	52.8514850532682	51.8383996039689	53.962538649835	57.8520014065349	40.923707630893	43.7988383553147	38.0975260890523	30.9298570776303	28.3503627142767	55.767842750624	29.8899482745804	30.6732015247907	33.1019819803294	31.6940789658424	36.2032192422752	34.589703585529	32.4850510343532	39.3498609741412	29.2895180671335
ARPC1A	173.068987134718	35.8315540149278	97.8755265594569	170.964279087844	169.327288205647	163.932069204938	76.9324412326376	172.209415929639	51.1292381334739	152.529462485627	162.101966522282	69.1344571533859	53.4475866904243	121.101732498031	203.155595961428	54.5185694285359	48.0039475303397	93.1910073439162	34.3344228212945	105.666856386907	117.272324953335	101.71151694776	62.9483472099784	43.1479881383719
ARPC1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARPC2	194.220006725388	177.230360184305	243.636810634476	255.895591242509	218.181333185679	187.152783332615	194.945333807278	246.457629735288	227.693239788902	220.655701055154	211.480667021778	195.269793249223	181.739106400254	203.121918088213	225.361117628104	199.260165398093	199.607441396972	208.058307312789	209.378538195438	226.681276318041	224.355526188071	218.665104539747	241.134297414096	192.601649253116
ARPC3	65.6192956061134	33.5049627502557	97.6658445853044	122.329627886472	34.8443171832248	142.601671967763	32.2841001239238	139.090450833217	37.2706364514048	100.549132876385	68.3029801009011	71.8100406533368	32.3857704960079	28.0105032828719	154.456974713272	41.4711118603178	35.1663294260884	41.7344935707096	39.1901746943795	87.8120299212234	134.273445549793	83.465020419224	45.1559877138584	38.4530389344643
